Id,SinkCreatedOn,SinkModifiedOn,statecode,statuscode,dfeta_allreports,dfeta_individualteacherreport,dfeta_section128barringdirectionreport,dfeta_inductionfailreport,dfeta_othereeamemberstatereport,dfeta_blockselfserviceaccess,dfeta_prohibitedteacherreport,dfeta_gtcsanctionreport,createdonbehalfby,createdonbehalfby_entitytype,modifiedonbehalfby,modifiedonbehalfby_entitytype,createdby,createdby_entitytype,organizationid,organizationid_entitytype,modifiedby,modifiedby_entitytype,modifiedbyyominame,createdbyname,modifiedon,dfeta_sanctioncodeid,modifiedbyname,createdonbehalfbyyominame,modifiedonbehalfbyname,importsequencenumber,createdon,modifiedonbehalfbyyominame,versionnumber,overriddencreatedon,createdonbehalfbyname,timezoneruleversionnumber,createdbyyominame,organizationidname,dfeta_name,dfeta_value,utcconversiontimezonecode,dfeta_restrictportalalertsharing
5F790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,1,NULL,0,NULL,NULL,0,1,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,5F790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994229,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Conditional Registration Order  -  serious professional incompetence,A7,NULL,NULL
61790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,61790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994213,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Reprimand  -  serious professional incompetence,A8,NULL,NULL
63790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,63790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994228,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Refer to Professional Standards Team,A9,NULL,NULL
65790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 10:37:33.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 10:37:15.0000000,65790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,96033002,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Barring by the Secretary of State,B1,NULL,0
67790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,67790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994232,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Restricted by the Secretary of State  -  Permitted to work as teacher,B2A,NULL,NULL
69790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,69790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994233,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Restricted by the Secretary of State  -  Not Permitted to work as teacher,B2B,NULL,NULL
6B790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,1,NULL,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,6B790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994239,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Prohibited by an Independent Schools Tribunal or Secretary of State,B3,NULL,NULL
6D790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,6D790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994244,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Employers to contact the Secretary of State,B4,NULL,NULL
6F790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:17.0000000,6F790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994247,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Prohibited in Scotland or Northern Ireland,B5,NULL,NULL
71790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,71790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994283,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Formerly on List 99,B6,NULL,NULL
73790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:48:25.0000000,0,1,0,1,0,1,0,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:47:58.0000000,73790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,96032852,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Prohibited by the Secretary of State  -  failed probation,C1,NULL,0
75790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2021-09-22 12:19:13.0000000,0,1,0,1,0,1,0,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2021-09-22 12:18:07.0000000,75790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,86476626,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Failed induction,C2,NULL,0
77790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:49:13.0000000,0,1,0,1,0,1,0,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:49:02.0000000,77790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,96032882,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Restricted by the Secretary of State  -  failed probation  -  permitted to carry out specified work for a period equal in length to a statutory induction period only,C3,NULL,0
79790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,79790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994271,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Ineligible for registration  -  refer to General Teaching Council for Scotland,D1,NULL,NULL
7B790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,7B790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994278,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Eligible for registration subject to General Teaching Council for Scotland disciplinary order,D2,NULL,NULL
7D790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,7D790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994273,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Ineligible for registration subject to General Teaching Council for Wales disciplinary order,D3,NULL,NULL
7F790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,7F790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994281,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Eligible for registration subject to General Teaching Council for Wales disciplinary order,D4,NULL,NULL
81790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,81790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994290,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Ineligible for registration  -  refer to General Teaching Council for Northern Ireland,D5,NULL,NULL
83790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,83790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994294,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Eligible for registration subject to General Teaching Council for Northern Ireland disciplinary order,D6,NULL,NULL
85790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,85790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:32.0000000,NULL,28994285,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Ineligible for registration subject to Independent Schools Tribunal disciplinary drder,D7,NULL,NULL
87790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:48:53.0000000,0,1,0,1,0,0,0,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:48:38.0000000,87790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032869,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Restricted  -  Deferred for skills test,E1,NULL,0
89790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:49:13.0000000,0,1,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:48:55.0000000,89790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032878,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Restricted by statutory regulations,E2,NULL,0
8B790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,8B790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,28994276,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,For internal information only - record potentially included in historic GTC data loss,E3,NULL,NULL
8D790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,8D790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,28994288,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,For internal information only - historic GTC vexatious complainant,E4,NULL,NULL
8F790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,8F790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,28994292,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Non Payment of Fee,F1,NULL,NULL
91790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:46:41.0000000,0,1,0,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:45:58.0000000,91790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032831,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,A possible matching record was found. Please contact the DBS before employing this person,G1,NULL,0
93790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:18.0000000,93790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,28994286,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Formerly barred by the Independent Safeguarding Authority,G2,NULL,NULL
95790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 10:20:41.0000000,0,1,0,1,0,0,0,1,1,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 10:20:10.0000000,95790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032974,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Prohibition by the Secretary of State - misconduct,T1,NULL,0
97790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:47:48.0000000,0,1,0,1,0,0,0,0,1,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:47:38.0000000,97790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032841,2020-11-26 15:30:17.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Interim prohibition by the Secretary of State,T2,NULL,0
99790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:48:25.0000000,0,1,0,1,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:48:06.0000000,99790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032856,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Prohibition by the Secretary of State  -  deregistered by GTC Scotland,T3,NULL,0
9B790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:48:42.0000000,0,1,0,1,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:48:20.0000000,9B790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032864,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Prohibition by the Secretary of State  -  refer to the Education Workforce Council Wales,T4,NULL,0
9D790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:48:25.0000000,0,1,0,1,0,0,0,NULL,1,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:48:13.0000000,9D790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032860,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Prohibition by the Secretary of State  -  refer to GTC Northern Ireland,T5,NULL,0
9F790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2022-02-15 09:49:13.0000000,0,1,0,1,0,0,0,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,17A6BE8D-1330-EB11-A813-000D3A239136,systemuser,Alison MOY,NULL,2022-02-15 09:49:09.0000000,9F790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,96032886,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Secretary of State decision- no prohibition,T6,NULL,0
A1790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:19.0000000,A1790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,28994303,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Council Members never de-register,Z1,NULL,NULL
A3790CD0-C83B-E311-82EC-005056B1356A,2020-11-10 14:30:52.0000000,2020-11-26 15:30:41.0000000,1,2,0,0,NULL,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,59996EC7-E325-EB11-A815-000D3A239136,systemuser,D7C9904C-41E8-44AC-A04C-1A77691A8590,organization,59996EC7-E325-EB11-A815-000D3A239136,systemuser,# svc-EntDqtCrm-DM1,NULL,2020-11-26 15:30:19.0000000,A3790CD0-C83B-E311-82EC-005056B1356A,NULL,NULL,NULL,14,2013-10-23 09:52:33.0000000,NULL,28994306,2020-11-26 15:30:18.0000000,NULL,NULL,# svc-EntDqtCrm-DM1,NULL,Council Member  -  do not register,Z2,NULL,NULL
